0.212914, -0.452402, 0, 0
0.420934, 0.269842, 0, 0
0.912952, 0.180859, 0.420934, 0.269842
1.41295, 0.178206, 0.912952, 0.180859
1.90331, 0.275908, 1.41295, 0.178206
0.453334, -0.890806, 0.212914, -0.452402
0.360534, 0.76618, 0.420934, 0.269842
2.40105, 0.323334, 1.90331, 0.275908
2.90105, 0.323159, 2.40105, 0.323334
-0.495611, -0.0661034, 0, 0
3.38927, 0.431074, 2.90105, 0.323159
3.8843, 0.501373, 3.38927, 0.431074
0.0234977, 1.13551, 0.360534, 0.76618
-0.412275, -0.429182, -0.495611, -0.0661034
0.522342, -1.38602, 0.453334, -0.890806
0.740931, -1.83571, 0.522342, -1.38602
-0.985572, -0.165793, -0.495611, -0.0661034
1.01471, -2.25409, 0.740931, -1.83571
0.761353, -2.68515, 1.01471, -2.25409
0.270734, -2.78155, 0.761353, -2.68515
-0.0175807, 1.63382, 0.0234977, 1.13551
0.224928, 2.07108, -0.0175807, 1.63382
-1.40618, -0.436136, -0.985572, -0.165793
-1.82409, -0.16162, -1.40618, -0.436136
0.186255, -3.27436, 0.270734, -2.78155
-2.22941, -0.454383, -1.82409, -0.16162
3.74832, 0.982526, 3.8843, 0.501373
-2.54191, -0.844698, -2.22941, -0.454383
-2.9569, -0.56581, -2.54191, -0.844698
4.04057, 1.38822, 3.74832, 0.982526
0.460624, -3.69236, 0.186255, -3.27436
4.5345, 1.3105, 4.04057, 1.38822
5.03271, 1.26825, 4.5345, 1.3105
0.854908, -3.99983, 0.460624, -3.69236
0.600818, -2.27665, 1.01471, -2.25409
5.31656, 0.856632, 5.03271, 1.26825
5.81435, 0.903634, 5.31656, 0.856632
6.29669, 0.771941, 5.81435, 0.903634
6.65867, 1.11686, 6.29669, 0.771941
7.1572, 1.07852, 6.65867, 1.11686
0.613333, -4.4376, 0.854908, -3.99983
0.523725, 2.47197, 0.224928, 2.07108
7.65315, 1.14202, 7.1572, 1.07852
-2.83297, -1.25125, -2.54191, -0.844698
8.13854, 1.02201, 7.65315, 1.14202
-2.48246, -1.60782, -2.83297, -1.25125
8.63817, 1.003, 8.13854, 1.02201
8.79402, 0.527907, 8.63817, 1.003
-2.42634, -2.10466, -2.48246, -1.60782
3.9897, 1.88562, 4.04057, 1.38822
0.216896, 2.86676, 0.523725, 2.47197
0.489273, -3.54518, 0.460624, -3.69236
0.305708, 3.35881, 0.216896, 2.86676
-0.246634, 2.2373, 0.224928, 2.07108
8.91609, 0.0430359, 8.79402, 0.527907
8.88717, 1.43659, 8.63817, 1.003
3.54004, 2.10426, 3.9897, 1.88562
-3.42583, -0.392289, -2.9569, -0.56581
4.56789, 1.33668, 4.5345, 1.3105
-2.5442, -2.59057, -2.42634, -2.10466
8.82594, 1.93283, 8.88717, 1.43659
8.73675, 2.42481, 8.82594, 1.93283
0.162571, -4.65397, 0.613333, -4.4376
3.61114, 2.59918, 3.54004, 2.10426
-3.03063, -2.70627, -2.5442, -2.59057
8.62108, 2.91124, 8.73675, 2.42481
9.15599, -0.395654, 8.91609, 0.0430359
9.6442, -0.503559, 9.15599, -0.395654
10.1442, -0.496319, 9.6442, -0.503559
10.6441, -0.486337, 10.1442, -0.496319
11.1381, -0.409691, 10.6441, -0.486337
11.6285, -0.312142, 11.1381, -0.409691
-3.38708, -3.0569, -3.03063, -2.70627
-3.65068, 0.0543025, -3.42583, -0.392289
12.0238, -0.00595504, 11.6285, -0.312142
12.4808, -0.208777, 12.0238, -0.00595504
11.0961, -0.907923, 11.1381, -0.409691
3.53853, 3.09388, 3.61114, 2.59918
12.9701, -0.311771, 12.4808, -0.208777
-0.194145, 3.37094, 0.305708, 3.35881
-0.131443, 1.02521, 0.0234977, 1.13551
13.4346, -0.126736, 12.9701, -0.311771
13.9296, -0.197402, 13.4346, -0.126736
0.831782, -0.868831, 0.453334, -0.890806
3.39816, 3.57377, 3.53853, 3.09388
-0.573883, 3.69621, -0.194145, 3.37094
-0.746627, 2.24003, -0.246634, 2.2373
3.10959, 3.98209, 3.39816, 3.57377
7.55467, 1.10639, 7.65315, 1.14202
13.4752, 0.371613, 13.4346, -0.126736
1.01913, 2.40438, 0.523725, 2.47197
3.5316, 4.25024, 3.10959, 3.98209
9.01246, -0.874611, 9.15599, -0.395654
13.8315, 0.722435, 13.4752, 0.371613
-1.07302, 3.72555, -0.573883, 3.69621
8.55762, -1.08226, 9.01246, -0.874611
13.0655, -0.802597, 12.9701, -0.311771
11.0455, -1.40535, 11.0961, -0.907923
-1.48878, 4.00329, -1.07302, 3.72555
8.10878, -1.3026, 8.55762, -1.08226
-1.83537, 4.36368, -1.48878, 4.00329
10.8605, -1.86989, 11.0455, -1.40535
2.52028, 0.808912, 2.40105, 0.323334
8.26988, -1.69643, 8.10878, -1.3026
3.29234, 2.58385, 3.61114, 2.59918
8.33024, -2.19278, 8.26988, -1.69643
2.85287, 4.41115, 3.10959, 3.98209
8.53008, -2.6511, 8.33024, -2.19278
10.0845, 0.000105834, 10.1442, -0.496319
8.96702, 3.27225, 8.62108, 2.91124
-4.15048, 0.0402591, -3.65068, 0.0543025
4.02532, 4.32924, 3.5316, 4.25024
2.60604, 4.84598, 2.85287, 4.41115
1.3539, -4.0316, 0.854908, -3.99983
8.35394, 1.76786, 8.82594, 1.93283
-2.268, 4.61435, -1.83537, 4.36368
1.46853, -2.04424, 1.01471, -2.25409
13.8369, 1.22241, 13.8315, 0.722435
14.298, 1.41575, 13.8369, 1.22241
14.7866, 1.30923, 14.298, 1.41575
14.079, 1.8652, 14.298, 1.41575
15.273, 1.42479, 14.7866, 1.30923
15.6831, 1.1387, 15.273, 1.42479
-3.78167, -3.36399, -3.38708, -3.0569
-4.45546, 0.436471, -4.15048, 0.0402591
16.1636, 1.00061, 15.6831, 1.1387
16.6635, 0.987696, 16.1636, 1.00061
17.1569, 0.906788, 16.6635, 0.987696
10.8078, -2.36711, 10.8605, -1.86989
-4.22276, -3.59944, -3.78167, -3.36399
-3.52795, -3.79483, -3.78167, -3.36399
17.6514, 0.83309, 17.1569, 0.906788
18.136, 0.956404, 17.6514, 0.83309
18.6359, 0.949905, 18.136, 0.956404
18.1725, 1.45507, 18.136, 0.956404
18.983, 0.589982, 18.6359, 0.949905
11.0666, -2.79493, 10.8078, -2.36711
1.10202, -0.282016, 0.912952, 0.180859
11.5559, -2.89753, 11.0666, -2.79493
17.8709, 1.85384, 18.1725, 1.45507
17.6951, 2.32194, 17.8709, 1.85384
10.4143, -2.67554, 10.8078, -2.36711
3.50362, 4.28819, 3.5316, 4.25024
17.9546, 2.74936, 17.6951, 2.32194
17.8838, 1.27985, 18.1725, 1.45507
18.2595, 3.14566, 17.9546, 2.74936
8.47594, -0.194185, 8.91609, 0.0430359
1.10605, -1.58962, 0.740931, -1.83571
8.86985, 3.76271, 8.96702, 3.27225
-3.28521, -4.23196, -3.52795, -3.79483
2.68606, 0.571459, 2.52028, 0.808912
-0.349496, -0.925225, -0.412275, -0.429182
18.7538, 3.22087, 18.2595, 3.14566
2.18153, 4.58179, 2.60604, 4.84598
17.8439, 3.42364, 18.2595, 3.14566
-0.0584785, 3.85218, -0.194145, 3.37094
-0.22923, -2.78755, 0.270734, -2.78155
