10, 0
9.6794, -0.0995209
9.35786, -0.0863369
8.91144, -0.142918
8.6104, -0.207373
8.26322, -0.134312
8.05997, -0.194006
7.68606, 0.00393689
7.21033, 0.0108951
6.88403, 0.0284738
6.70714, 0.0506302
6.3314, 0.1301
6.04794, 0.102817
5.75021, 0.0233467
5.38765, 0.118564
5.11921, 0.168737
4.72002, 0.227515
4.25932, 0.209754
3.89383, 0.190161
3.46974, 0.146031
3.09986, 0.046968
2.88781, 0.0628986
2.53294, 0.0907315
2.07663, 0.0813929
1.82247, 0.0182196
1.35041, -0.00521867
1.21638, -0.0233467
0.822687, -0.13303
0.470016, -0.156652
0, 0
