180.25, 0.25
180.75, 0.25
181.25, 0.25
181.75, 0.25
182.25, 0.25
182.75, 0.25
183.25, 0.25
183.75, 0.25
184.25, 0.25
184.75, 0.25
185.25, 0.25
185.75, 0.25
186.25, 0.25
186.75, 0.25
187.25, 0.25
187.75, 0.25
188.25, 0.25
188.75, 0.25
189.25, 0.25
189.75, 0.25
190.25, 0.25
190.75, 0.25
191.25, 0.25
191.75, 0.25
192.25, 0.25
192.75, 0.25
193.25, 0.25
193.75, 0.25
194.25, 0.25
194.75, 0.25
195.25, 0.25
195.75, 0.25
196.25, 0.25
196.75, 0.25
197.25, 0.25
197.75, 0.25
198.25, 0.25
198.75, 0.25
199.25, 0.25
199.75, 0.25
200.25, 0.25
200.75, 0.25
201.25, 0.25
201.75, 0.25
202.25, 0.25
202.75, 0.25
203.25, 0.25
203.75, 0.25
204.25, 0.25
204.75, 0.25
205.25, 0.25
205.75, 0.25
206.25, 0.25
206.75, 0.25
207.25, 0.25
207.75, 0.25
208.25, 0.25
208.75, 0.25
209.25, 0.25
209.75, 0.25
210.25, 0.25
210.75, 0.25
211.25, 0.25
211.75, 0.25
212.25, 0.25
212.75, 0.25
213.25, 0.25
213.75, 0.25
214.25, 0.25
214.75, 0.25
215.25, 0.25
215.75, 0.25
216.25, 0.25
216.75, 0.25
217.25, 0.25
217.75, 0.25
218.25, 0.25
218.75, 0.25
219.25, 0.25
219.75, 0.25
220.25, 0.25
220.75, 0.25
221.25, 0.25
221.75, 0.25
222.25, 0.25
222.75, 0.25
223.25, 0.25
223.75, 0.25
224.25, 0.25
224.75, 0.25
225.25, 0.25
225.75, 0.25
226.25, 0.25
226.75, 0.25
227.25, 0.25
227.75, 0.25
228.25, 0.25
228.75, 0.25
229.25, 0.25
229.75, 0.25
230.25, 0.25
230.75, 0.25
231.25, 0.25
231.75, 0.25
232.25, 0.25
232.75, 0.25
233.25, 0.25
233.75, 0.25
234.25, 0.25
234.75, 0.25
235.25, 0.25
235.75, 0.25
236.25, 0.25
236.75, 0.25
237.25, 0.25
237.75, 0.25
238.25, 0.25
238.75, 0.25
239.25, 0.25
239.75, 0.25
240.25, 0.25
240.75, 0.25
241.25, 0.25
241.75, 0.25
242.25, 0.25
242.75, 0.25
243.25, 0.25
243.75, 0.25
244.25, 0.25
244.75, 0.25
245.25, 0.25
245.75, 0.25
246.25, 0.25
246.75, 0.25
247.25, 0.25
247.75, 0.25
