0, 0
0.0025, 3.55556e-005
0.005, 7.11075e-005
0.0075, 0.000106656
0.01, 0.000142201
0.0125, 0.000177742
0.015, 0.000213279
0.0175, 0.000248813
0.02, 0.000284343
0.0225, 0.00031987
0.025, 0.000355393
0.0275, 0.000390912
0.03, 0.000426428
0.0325, 0.00046194
0.035, 0.000497449
0.0375, 0.000532954
0.04, 0.000568455
0.0425, 0.000603953
0.045, 0.000639447
0.0475, 0.000674938
0.05, 0.000710424
0.0525, 0.000745908
0.055, 0.000781387
0.0575, 0.000816863
0.06, 0.000852336
0.0625, 0.000887805
0.065, 0.00092327
0.0675, 0.000958731
0.07, 0.000994189
0.0725, 0.00102964
0.075, 0.00106509
0.0775, 0.00110054
0.08, 0.00113599
0.0825, 0.00117143
0.085, 0.00120686
0.0875, 0.00124229
0.09, 0.00127772
0.0925, 0.00131315
0.095, 0.00134857
0.0975, 0.00138399
0.1, 0.0014194
0.1025, 0.00145481
0.105, 0.00149022
0.1075, 0.00152563
0.11, 0.00156103
0.1125, 0.00159642
0.115, 0.00163182
0.1175, 0.0016672
0.12, 0.00170259
0.1225, 0.00173797
0.125, 0.00177335
0.1275, 0.00180873
0.13, 0.0018441
0.1325, 0.00187946
0.135, 0.00191483
0.1375, 0.00195019
0.14, 0.00198555
0.1425, 0.0020209
0.145, 0.00205625
0.1475, 0.00209159
0.15, 0.00212694
0.1525, 0.00216228
0.155, 0.00219761
0.1575, 0.00223294
0.16, 0.00226827
0.1625, 0.00230359
0.165, 0.00233892
0.1675, 0.00237423
0.17, 0.00240955
0.1725, 0.00244486
0.175, 0.00248016
0.1775, 0.00251546
0.18, 0.00255076
0.1825, 0.00258606
0.185, 0.00262135
0.1875, 0.00265664
0.19, 0.00269192
0.1925, 0.0027272
0.195, 0.00276248
0.1975, 0.00279776
0.2, 0.00283303
0.2025, 0.00286829
0.205, 0.00290356
0.2075, 0.00293881
0.21, 0.00297407
0.2125, 0.00300932
0.215, 0.00304457
0.2175, 0.00307982
0.22, 0.00311506
0.2225, 0.00315029
0.225, 0.00318553
0.2275, 0.00322076
0.23, 0.00325599
0.2325, 0.00329121
0.235, 0.00332643
0.2375, 0.00336164
0.24, 0.00339686
0.2425, 0.00343207
0.245, 0.00346727
0.2475, 0.00350247
0.25, 0.00353767
0.2525, 0.00357286
0.255, 0.00360806
0.2575, 0.00364324
0.26, 0.00367843
0.2625, 0.00371361
0.265, 0.00374878
0.2675, 0.00378395
0.27, 0.00381912
0.2725, 0.00385429
0.275, 0.00388945
0.2775, 0.00392461
0.28, 0.00395976
0.2825, 0.00399491
0.285, 0.00403006
0.2875, 0.00406521
0.29, 0.00410035
0.2925, 0.00413548
0.295, 0.00417062
0.2975, 0.00420574
0.3, 0.00424087
0.3025, 0.00427599
0.305, 0.00431111
0.3075, 0.00434623
0.31, 0.00438134
0.3125, 0.00441644
0.315, 0.00445155
0.3175, 0.00448665
0.32, 0.00452175
0.3225, 0.00455684
