0.5, 2, -3.37068, 0.776374
0.5, 2.5, -3.55284, 0.844954
0.5, 3, -3.77935, 1.01138
0.5, 3.5, -3.97574, 1.25121
0.5, 4, -4.10897, 1.52428
1, -4, -4.45542, -1.82614
1, -3.5, -4.48696, -1.53533
1, -3, -4.47651, -1.20747
1, -2.5, -4.40158, -0.839007
1, -2, -4.22949, -0.433208
1, -1.5, -3.91979, -0.0122496
1, -1, -3.44356, 0.363359
1, -0.5, -2.8371, 0.584732
1, 0, -2.27257, 0.545486
1, 0.5, -2.02503, 0.27735
1, 1, -2.00215, 0.552158
1, 1.5, -1.9647, 0.821995
1, 2, -2.1535, 0.539166
1, 2.5, -2.66238, 0.476137
1, 3, -3.21755, 0.665622
1, 3.5, -3.64784, 1.00249
1, 4, -3.91761, 1.37925
1.5, -4, -4.41139, -1.87539
1.5, -3.5, -4.44536, -1.54768
1.5, -3, -4.42705, -1.16027
1.5, -2.5, -4.31951, -0.694855
1.5, -2, -4.05734, -0.133015
1.5, -1.5, -3.53104, 0.523955
1.5, -1, -2.59193, 1.19616
1.5, -0.5, -1.16711, 1.61852
1.5, 0, 0.398496, 1.34962
1.5, 0.5, 1.14499, 0.29361
1.5, 1, 1.17061, 0.584206
1.5, 1.5, 1.21245, 0.868927
1.5, 2, 0.53141, -0.204427
1.5, 2.5, -0.972566, -0.501299
1.5, 3, -2.34113, -0.116263
1.5, 3.5, -3.23051, 0.510867
1.5, 4, -3.71435, 1.1168
2, -4, -4.37102, -1.93272
2, -3.5, -4.41551, -1.56336
2, -3, -4.40177, -1.10257
2, -2.5, -4.27812, -0.502814
2, -2, -3.9352, 0.313184
2, -1.5, -3.134, 1.45238
2, -1, -1.37404, 2.96717
2, -0.5, 2.134, 4.43762
2, 0, 7.33015, 4.11005
2, 0.5, 10.3633, 0.311891
2, 1, 10.3921, 0.620174
2, 1.5, 10.4392, 0.921443
2, 2, 7.47943, -2.89737
2, 2.5, 2.35186, -3.25813
2, 3, -1.0943, -1.83173
2, 3.5, -2.80042, -0.369724
2, 4, -3.55662, 0.710206
2.5, -4, -4.33458, -2.00559
2.5, -3.5, -4.40112, -1.59525
2.5, -3, -4.41372, -1.05662
2.5, -2.5, -4.3159, -0.298602
2.5, -2, -3.96909, 0.866892
2.5, -1.5, -2.99077, 2.84368
2.5, -1, -0.206631, 6.46344
2.5, -0.5, 8.0826, 12.7389
2.5, 0, 29.497, 17.2485
2.5, 0.5, 49.5565, 0.332595
2.5, 1, 49.5893, 0.660819
2.5, 1.5, 49.6426, 0.980581
2.5, 2, 29.6659, -15.9602
2.5, 2.5, 8.32811, -11.4904
2.5, 3, 0.107125, -5.26731
2.5, 3.5, -2.61879, -1.70983
2.5, 4, -3.54968, 0.197736
3, -4, -4.29921, -2.10267
3, -3.5, -4.40016, -1.66026
3, -3, -4.46544, -1.05757
3, -2.5, -4.45503, -0.159614
3, -2, -4.26213, 1.35383
3, -1.5, -3.53939, 4.35085
3, -1, -0.839699, 11.623
3, -0.5, 12.2612, 34.1408
3, 0, 107.286, 112.286
3, 0.5, 453.195, 0.356235
3, 1, 453.232, 0.707107
3, 1.5, 453.293, 1.04765
3, 2, 107.478, -110.913
3, 2.5, 12.5398, -32.8154
3, 3, -0.485677, -10.3605
3, 3.5, -3.12251, -3.16243
3, 4, -3.79573, -0.246736
3.5, -4, -4.25829, -2.23141
3.5, -3.5, -4.40236, -1.77391
3.5, -3, -4.5398, -1.14114
3.5, -2.5, -4.66673, -0.178734
3.5, -2, -4.7789, 1.49684
3.5, -1.5, -4.87196, 5.01207
3.5, -1, -4.94186, 14.5932
3.5, -0.5, -4.98527, 54.162
3.5, 0, -5, 458.182
3.5, 1, nan, nan
3.5, 2, -4.7789, -456.711
3.5, 2.5, -4.66673, -52.7506
3.5, 3, -4.5398, -13.2582
3.5, 3.5, -4.40236, -3.76586
3.5, 4, -4.25829, -0.346786
4, -4, -4.16025, -2.38443
4, -3.5, -4.31889, -1.92276
4, -3, -4.47214, -1.28192
4, -2.5, -4.61538, -0.306915
4, -2, -4.74342, 1.38613
4, -1.5, -4.85071, 4.92369
4, -1, -4.93197, 14.5315
4, -0.5, -4.98273, 54.1302
4, 0, -5, 458.182
4, 0.5, -463.165, 0.415227
4, 1.5, -4.85071, -53.3328
4, 2, -4.74342, -456.601
4, 2.5, -4.61538, -52.6224
4, 3, -4.47214, -13.1175
4, 3.5, -4.31889, -3.61701
4, 4, -4.16025, -0.193772
4.5, -4, -4.04368, -2.55178
4.5, -3.5, -4.21831, -2.08779
4.5, -3, -4.38948, -1.44011
4.5, -2.5, -4.04508, -0.199478
4.5, -2, -3.53382, 1.54984
4.5, -1.5, -3.32382, 4.82078
4.5, -1, -3.41935, 14.4591
4.5, -0.5, -3.47947, 54.0928
4.5, 0, -3.83485, 457.891
4.5, 1, -59.4648, 0.894427
4.5, 2, -4.69897, -456.473
4.5, 2.5, -4.55183, -52.4764
4.5, 3, -4.38948, -12.9593
4.5, 3.5, -4.21831, -3.45199
4.5, 4, -4.04368, -0.0264142
5, -4, -3.94635, -2.74545
5, -3.5, -4.16814, -2.29151
5, -3, -3.74455, -0.987248
5, -2.5, -2.34948, 0.870226
5, -2, 0.104771, 2.63469
5, -1.5, 0.972356, 3.96176
5, -1, -1.90184, 11.3496
5, -0.5, -15.1126, 33.9995
5, 0, -111.993, 110.522
5, 0.5, -460.781, -1.08671
5, 1, -462.412, 0.307372
5, 1.5, -462.971, 1.43674
5, 2, -116.928, -110.429
5, 2.5, -21.7207, -32.261
5, 3, -8.39751, -9.75767
5, 3.5, -5.44578, -2.53118
5, 4, -4.44983, 0.396044
5.5, -4, -3.81424, -2.97447
5.5, -3.5, -3.82318, -2.04378
5.5, -3, -2.80469, 0.403168
5.5, -2.5, 1.71642, 5.36904
5.5, -2, 15.8649, 10.7687
5.5, -1.5, 29.5879, 2.32426
5.5, -1, 26.7505, 6.12426
5.5, -0.5, 18.4285, 12.5715
5.5, 0, -17.77, 6.63502
5.5, 0.5, -52.5307, -6.01472
5.5, 1, -57.4612, -1.37634
5.5, 1.5, -58.7921, 0.993251
5.5, 2, -38.997, -15.2485
5.5, 2.5, -17.4423, -10.6433
5.5, 3, -8.90976, -4.35076
5.5, 3.5, -5.85889, -0.754558
5.5, 4, -4.59913, 1.16661
6, -4, -3.63665, -3.23218
6, -3.5, -3.63687, -1.68664
6, -3, -2.51567, 2.94569
6, -2.5, 6.11922, 19.7156
6, -2, 81.1434, 85.5847
6, -1.5, 378.22, 0.873818
6, -1, 376.413, 2.58735
6, -0.5, 372.876, 4.24951
6, 0, 69.7287, -81.9488
6, 0.5, -8.74004, -20.727
6, 1, -17.5893, -4.29264
6, 1.5, -19.0622, 0.334853
6, 2, -16.3301, -2.11005
6, 2.5, -11.1243, -2.24951
6, 3, -7.58735, -0.587345
6, 3.5, -5.54325, 0.918705
6, 4, -4.45105, 2.00967
6.5, -4, -3.40523, -3.50929
6.5, -3.5, -3.67803, -1.64393
6.5, -3, -3.7879, 4.61494
6.5, -2.5, -3.97732, 34.216
6.5, -2, -4.30975, 383.012
6.5, -1, nan, nan
6.5, 0, -8.8985, -382.65
6.5, 0.5, -9.63636, -35.5
6.5, 1, -9.63636, -6.11111
6.5, 1.5, -9.63636, -0
6.5, 2, -8.8985, 0.650376
6.5, 2.5, -7.32426, 0.587869
6.5, 3, -5.87382, 1.21964
6.5, 3.5, -4.89288, 2.10712
6.5, 4, -4.10227, 2.7507
7, -4, -3.11364, -3.79545
7, -3.5, -3.17306, -1.7231
7, -3, -3.2669, 4.48478
7, -2.5, -3.41601, 33.9992
7, -2, -3.65144, 382.651
7, -1.5, -388.012, -0.690255
7, -0.5, -5.15521, -35.6379
7, 0, -5.72743, -383.455
7, 0.5, -5.96727, -35.5
7, 1, -5.96727, -6.11111
7, 1.5, -5.96727, -0
7, 2, -5.72743, 1.45451
7, 2.5, -5.15521, 1.63792
7, 3, -4.52586, 2.08448
7, 3.5, -4.01218, 2.69025
7, 4, -3.65144, 3.34856
7.5, -4, -2.60695, -3.83958
7.5, -3.5, -2.65709, -1.79055
7.5, -3, -2.73157, 4.38127
7.5, -2.5, -2.84128, 33.8413
7.5, -2, -2.99921, 382.416
7.5, -1, -39.4886, -0.50572
7.5, 0, -4.02207, -383.746
7.5, 0.5, -4.11616, -35.5
7.5, 1, -4.11616, -6.11111
7.5, 1.5, -4.11616, -0
7.5, 2, -4.02207, 1.74632
7.5, 2.5, -3.78254, 2.07249
7.5, 3, -3.48856, 2.50572
7.5, 3.5, -3.21598, 3.02268
7.5, 4, -2.99921, 3.58399
8, -4, -2.09578, -3.87686
8, -3.5, -2.42728, -2.17943
8, -3, -3.95664, 2.48507
8, -2.5, -12.8837, 18.9586
8, -2, -88.4325, 84.3258
8, -1.5, -386.504, -1.2121
8, -1, -386.653, -0.720121
8, -0.5, -386.8, -0.271334
8, 0, -88.9709, -85.9286
8, 0.5, -13.5676, -20.727
8, 1, -4.71836, -4.29264
8, 1.5, -3.24543, 0.334853
8, 2, -2.91202, 1.86971
8, 2.5, -2.80033, 2.27133
8, 3, -2.65305, 2.72012
8, 3.5, -2.50383, 3.2121
8, 4, -2.37367, 3.7331
8.5, -4, -1.58267, -3.90699
8.5, -3.5, -1.86722, -2.87941
8.5, -3, -3.23965, -0.487669
8.5, -2.5, -8.22417, 4.17181
8.5, -2, -23.0039, 8.78656
8.5, -1.5, -37.8561, -1.32197
8.5, -1, -37.9407, -0.834724
8.5, -0.5, -38.0192, -0.370206
8.5, 0, -23.3028, -10.5415
8.5, 0.5, -8.61131, -6.01472
8.5, 1, -3.68082, -1.37634
8.5, 1.5, -2.34997, 0.993251
8.5, 2, -2.0758, 1.92802
8.5, 2.5, -2.01917, 2.37021
8.5, 3, -1.94074, 2.83472
8.5, 3.5, -1.85607, 3.32197
8.5, 4, -1.7769, 3.82694
9, -4, -1.06938, -3.93062
9, -3.5, -1.09301, -3.41733
9, -3, -1.79635, -2.23101
9, -2.5, -3.53676, -0.808827
9, -2, -6.49719, -0.122148
9, -1.5, -8.3647, -1.38729
9, -1, -8.41446, -0.898883
9, -0.5, -8.45846, -0.422811
9, 0, -6.67067, -1.72221
9, 0.5, -3.76541, -1.08423
9, 1, -2.06228, 0.326792
9, 1.5, -1.38908, 1.5
9, 2, -1.37803, 1.958
9, 2.5, -1.34735, 2.42281
9, 3, -1.30335, 2.89888
9, 3.5, -1.25359, 3.38729
9, 4, -1.20455, 3.88636
9.5, -4, -0.556917, -3.94877
9.5, -3.5, -0.57458, -3.44034
9.5, -3, -0.596246, -2.93263
9.5, -2.5, -1.1287, -2.17346
9.5, -2, -1.81623, -1.63317
9.5, -1.5, -2.18208, -1.42717
9.5, -1, -2.21228, -0.936316
9.5, -0.5, -2.23807, -0.452386
9.5, 0, -1.92074, -0.265727
9.5, 0.5, -1.26857, 0.246625
9.5, 1, -0.761818, 1
9.5, 1.5, -0.761818, 1.5
9.5, 2, -0.755593, 1.97444
9.5, 2.5, -0.738071, 2.45239
9.5, 3, -0.712281, 2.93632
9.5, 3.5, -0.682083, 3.42717
9.5, 4, -0.651082, 3.92446
10, -4, -0.0458033, -3.96252
10, -3.5, -0.058894, -3.45717
10, -3, -0.0744216, -2.95264
10, -2.5, -0.0922069, -2.44971
10, -2, -0.111656, -1.94925
10, -1.5, -0.131646, -1.45213
10, -1, -0.150508, -0.958952
10, -0.5, -0.16619, -0.469784
10, 0, -0.17664, 0.0160582
10, 0.5, -0.180316, 0.5
10, 1, -0.180316, 1
10, 1.5, -0.180316, 1.5
10, 2, -0.17664, 1.98394
10, 2.5, -0.16619, 2.46978
10, 3, -0.150508, 2.95895
10, 3.5, -0.131646, 3.45213
10, 4, -0.111656, 3.94925
10.5, -4, 0.463798, -3.97285
10.5, -3.5, 0.454142, -3.46943
10.5, -3, 0.443013, -2.96676
10.5, -2.5, 0.430638, -2.46532
10.5, -2, 0.417497, -1.96562
10.5, -1.5, 0.404366, -1.46812
10.5, -1, 0.392286, -0.973071
10.5, -0.5, 0.382449, -0.480408
10.5, 0, 0.375991, 0.0103341
10.5, 0.5, 0.373737, 0.5
10.5, 1, 0.373737, 1
10.5, 1.5, 0.373737, 1.5
10.5, 2, 0.375991, 1.98967
10.5, 2.5, 0.382449, 2.48041
10.5, 3, 0.392286, 2.97307
10.5, 3.5, 0.404366, 3.46812
10.5, 4, 0.417497, 3.96562
11, -4, 0.971915, -3.98056
11, -3.5, 0.964809, -3.47834
11, -3, 0.956818, -2.97675
11, -2.5, 0.948151, -2.47607
11, -2, 0.93917, -1.9766
11, -1.5, 0.930398, -1.47858
11, -1, 0.92249, -0.982113
11, -0.5, 0.916157, -0.487101
11, 0, 0.912047, 0.0067656
11, 0.5, 0.910622, 0.5
11, 1, 0.910622, 1
11, 1.5, 0.910622, 1.5
11, 2, 0.912047, 1.99323
11, 2.5, 0.916157, 2.4871
11, 3, 0.92249, 2.98211
11, 3.5, 0.930398, 3.47858
11, 4, 0.93917, 3.9766
11.5, -4, 1.47868, -3.98629
11.5, -3.5, 1.47345, -3.48483
11.5, -3, 1.4677, -2.98385
11.5, -2.5, 1.46159, -2.48354
11.5, -2, 1.45538, -1.98407
11.5, -1.5, 1.44944, -1.48555
11.5, -1, 1.44416, -0.988035
11.5, -0.5, 1.43999, -0.491428
11.5, 0, 1.43732, 0.0044775
11.5, 0.5, 1.43639, 0.5
11.5, 1, 1.43639, 1
11.5, 1.5, 1.43639, 1.5
11.5, 2, 1.43732, 1.99552
11.5, 2.5, 1.43999, 2.49143
11.5, 3, 1.44416, 2.98803
11.5, 3.5, 1.44944, 3.48555
11.5, 4, 1.45538, 3.98407
12, -4, 1.98425, -3.99055
12, -3.5, 1.98041, -3.48955
12, -3, 1.97626, -2.98892
12, -2.5, 1.97192, -2.48877
12, -2, 1.96759, -1.9892
12, -1.5, 1.96351, -1.49027
12, -1, 1.95994, -0.991987
12, -0.5, 1.95714, -0.494286
12, 0, 1.95536, 0.00297597
12, 0.5, 1.95475, 0.5
12, 1, 1.95475, 1
12, 1.5, 1.95475, 1.5
12, 2, 1.95536, 1.99702
12, 2.5, 1.95714, 2.49429
12, 3, 1.95994, 2.99199
12, 3.5, 1.96351, 3.49027
12, 4, 1.96759, 3.9892
12.5, -4, 2.4888, -3.9937
12.5, -3.5, 2.48598, -3.49299
12.5, -3, 2.48298, -2.99255
12.5, -2.5, 2.47989, -2.49246
12.5, -2, 2.47685, -1.99276
12.5, -1.5, 2.47401, -1.4935
12.5, -1, 2.47156, -0.994667
12.5, -0.5, 2.46966, -0.496207
12.5, 0, 2.46845, 0.00197169
12.5, 0.5, 2.46804, 0.5
12.5, 1, 2.46804, 1
12.5, 1.5, 2.46804, 1.5
12.5, 2, 2.46845, 1.99803
12.5, 2.5, 2.46966, 2.49621
12.5, 3, 2.47156, 2.99467
12.5, 3.5, 2.47401, 3.4935
12.5, 4, 2.47685, 3.99276
13, -4, 2.99251, -3.99603
13, -3.5, 2.99044, -3.4955
13, -3, 2.98826, -2.99517
13, -2.5, 2.98605, -2.49508
13, -2, 2.9839, -1.99526
13, -1.5, 2.98192, -1.49574
13, -1, 2.98021, -0.996508
13, -0.5, 2.9789, -0.497518
13, 0, 2.97808, 0.00128953
13, 0.5, 2.9778, 0.5
13, 1, 2.9778, 1
13, 1.5, 2.9778, 1.5
13, 2, 2.97808, 1.99871
13, 2.5, 2.9789, 2.49752
13, 3, 2.98021, 2.99651
13, 3.5, 2.98192, 3.49574
13, 4, 2.9839, 3.99526
13.5, -4, 3.28803, -3.76064
13.5, -3.5, 3.49399, -3.49733
13.5, -3, 3.49242, -2.99705
13.5, -2.5, 3.49083, -2.49694
13.5, -2, 3.4893, -1.99703
13.5, -1.5, 3.4879, -1.49731
13.5, -1, 3.48671, -0.997785
13.5, -0.5, 3.4858, -0.498423
13.5, 0, 3.48523, 0.000820517
13.5, 0.5, 3.48504, 0.5
13.5, 1, 3.48504, 1
13.5, 1.5, 3.48504, 1.5
13.5, 2, 3.48523, 1.99918
13.5, 2.5, 3.4858, 2.49842
13.5, 3, 3.48671, 2.99779
13.5, 3.5, 3.4879, 3.49731
13.5, 4, 3.28182, 3.75991
14, -4, 3.53346, -3.53455
14, -3.5, 3.75971, -3.29119
14, -3, 3.99568, -2.99841
14, -2.5, 3.99454, -2.49828
14, -2, 3.99345, -1.99828
14, -1.5, 3.99246, -1.49841
14, -1, 3.99163, -0.998678
14, -0.5, 3.99099, -0.499052
14, 0, 3.99059, 0.000495107
14, 0.5, 3.99046, 0.5
14, 1, 3.99046, 1
14, 1.5, 3.99046, 1.5
14, 2, 3.99059, 1.9995
14, 2.5, 3.99099, 2.49905
14, 3, 3.99163, 2.99868
14, 3.5, 3.75535, 3.29094
14, 4, 3.52899, 3.53381
